,Unnamed: 0,message,date,sender_id,message_id,channel,cleaned_message,sentiment,sentiment_category,hashtags,keywords
260,260,**400₹ To 420₹ 🏆📈❤️**,2024-11-29 04:43:22+00:00,-1001923600221,18791,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 420 ,0.0,neutral,[],[]
261,261,**400₹ To 410₹ 🏆📈❤️**,2024-11-29 04:43:22+00:00,-1001923600221,18790,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 410 ,0.0,neutral,[],[]
262,262,**400₹ To 400₹ 🏆📈❤️**,2024-11-29 04:43:22+00:00,-1001923600221,18789,https://t.me/Zero_to_hero_sr_stocks_nifty_505,400 to 400 ,0.0,neutral,[],[]
263,263,"**BANKNIFTY 24 DEC  51000 PE**__

🏛 BUY ABOVE :- __400__

📊 Current Price : __400__


**Target..430//440//450++**

☠️ **Stoploss : PAID**__",2024-11-29 04:41:41+00:00,-1001923600221,18788,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 24 dec 51000 pe buy above  400 current price  400target430440450 stoploss  paid,0.0,neutral,[],['buy']
264,264,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-11-29 02:18:22+00:00,-1001923600221,18780,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
265,265,"**TODAY FII&DII DATA:- 28-11-2024

FII SELL NET 👉 11756.25 Cr.🔻

DII BUY NET 👉 8718.30 Cr. ☘

NET SELLING :-  3037.95 Cr. 🔴**",2024-11-28 14:11:40+00:00,-1001923600221,18778,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 28112024fii sell net  1175625 crdii buy net  871830 cr net selling  303795 cr ,0.0,neutral,[],"['sell', 'buy']"
283,283,"**दोस्तो खुद ट्रेडिंग कर कर के Loss मत करो....!!

एक बार हमारे पास इन्वेस्ट करके Result Dekho....💝💰💯

Daily Earning Karoge....!!

मेरी Guarantee हैं....😍💰💯

रोजाना लोस करने से अच्छा है डायरेक्ट हमारे पास इन्वेस्ट करो और रोजाना आराम से कमाओ....!

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-11-28 05:45:22+00:00,-1001923600221,18747,https://t.me/Zero_to_hero_sr_stocks_nifty_505,      loss        result dekhodaily earning karoge guarantee                httpswame916378809418texthellomoneyinvestsirhttpswame916378809418texthellomoneyinvestsir,-0.0772,neutral,[],[]
284,284,**290₹ To 390₹ 🏆📈❤️**,2024-11-28 04:45:38+00:00,-1001923600221,18732,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 390 ,0.0,neutral,[],[]
285,285,**290₹ To 380₹ 🏆📈❤️**,2024-11-28 04:45:32+00:00,-1001923600221,18731,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 380 ,0.0,neutral,[],[]
286,286,**290₹ To 370₹ 🏆📈❤️**,2024-11-28 04:45:27+00:00,-1001923600221,18730,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 370 ,0.0,neutral,[],[]
287,287,**290₹ To 360₹ 🏆📈❤️**,2024-11-28 04:45:21+00:00,-1001923600221,18729,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 360 ,0.0,neutral,[],[]
288,288,**290₹ To 350₹ 🏆📈❤️**,2024-11-28 04:45:15+00:00,-1001923600221,18728,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 350 ,0.0,neutral,[],[]
295,295,"**290 To 340++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-28 04:22:50+00:00,-1001923600221,18717,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 340 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
296,296,**290₹ To 340₹ 🏆📈❤️**,2024-11-28 04:22:25+00:00,-1001923600221,18716,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 340 ,0.0,neutral,[],[]
307,307,"**सुबह की शुरुवात हुई धमाकेदार ट्रेड के साथ 😎😎😎

एक्यूरेसी ही हमारी पहचान है, कम कॉल पर सटीक कॉल

ऐसे ही सटीक एंट्री और एग्जिट पाने के लिए अभी ज्वॉइन करे हमारा INVEST PLAN**

https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-11-28 04:14:50+00:00,-1001923600221,18703,https://t.me/Zero_to_hero_sr_stocks_nifty_505,                              invest planhttpswame916378809418texthellomoneyinvestsirhttpswame916378809418texthellomoneyinvestsir,0.0,neutral,[],[]
308,308,"**290 To 330++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-28 04:12:18+00:00,-1001923600221,18701,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 330 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
309,309,**290₹ To 330₹ 🏆📈❤️**,2024-11-28 04:11:55+00:00,-1001923600221,18700,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 330 ,0.0,neutral,[],[]
310,310,"**290 To 320++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-28 04:11:43+00:00,-1001923600221,18699,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 320 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
311,311,**290₹ To 320₹ 🏆📈❤️**,2024-11-28 04:11:17+00:00,-1001923600221,18698,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 320 ,0.0,neutral,[],[]
312,312,**290₹ To 310₹ 🏆📈❤️**,2024-11-28 04:11:12+00:00,-1001923600221,18697,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 310 ,0.0,neutral,[],[]
313,313,**290₹ To 300₹ 🏆📈❤️**,2024-11-28 04:11:07+00:00,-1001923600221,18696,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 300 ,0.0,neutral,[],[]
314,314,**290₹ To 290₹ 🏆📈❤️**,2024-11-28 04:10:56+00:00,-1001923600221,18695,https://t.me/Zero_to_hero_sr_stocks_nifty_505,290 to 290 ,0.0,neutral,[],[]
315,315,"**BANKNIFTY 24 DEC  54000 CE**__

🏛 BUY ABOVE :- __290__

📊 Current Price : __290__


**Target..320//330//340++**

☠️ **Stoploss : PAID**__",2024-11-28 04:10:12+00:00,-1001923600221,18694,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 24 dec 54000 ce buy above  290 current price  290target320330340 stoploss  paid,0.0,neutral,[],['buy']
316,316,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-11-28 02:59:11+00:00,-1001923600221,18690,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
317,317,"**TODAY FII&DII DATA:- 27-11-2024

FII BUY NET 👉 7.78 Cr. ☘ (छि)

DII BUY NET 👉 1301.97 Cr. ☘

NET BUYING :-  1309.75 Cr. 🟢 

DII TO FII 👉 क्या FII बनेगा रे तू। 😂😂**",2024-11-27 13:32:39+00:00,-1001923600221,18682,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 27112024fii buy net  778 cr  dii buy net  130197 cr net buying  130975 cr  dii to fii   fii    ,0.0,neutral,[],"['buy', 'buy']"
338,338,"**BANK NIFTY 👉 310 TO 560 ✅✅ NEW HIGH 

250 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-11-27 07:30:10+00:00,-1001923600221,18643,https://t.me/Zero_to_hero_sr_stocks_nifty_505,bank nifty  310 to 560  new high 250 point done in bank nifty paper trade study,0.6597,positive,[],[]
339,339,"**BANK NIFTY 👉 310 TO 510 ✅✅ NEW HIGH 

200 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-11-27 06:48:14+00:00,-1001923600221,18637,https://t.me/Zero_to_hero_sr_stocks_nifty_505,bank nifty  310 to 510  new high 200 point done in bank nifty paper trade study,0.6597,positive,[],[]
346,346,**310₹ To 460₹ 🏆📈❤️**,2024-11-27 06:47:11+00:00,-1001923600221,18629,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 460 ,0.0,neutral,[],[]
347,347,**310₹ To 450₹ 🏆📈❤️**,2024-11-27 05:07:55+00:00,-1001923600221,18619,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 450 ,0.0,neutral,[],[]
348,348,**310₹ To 440₹ 🏆📈❤️**,2024-11-27 05:07:49+00:00,-1001923600221,18618,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 440 ,0.0,neutral,[],[]
349,349,**310₹ To 430₹ 🏆📈❤️**,2024-11-27 05:07:43+00:00,-1001923600221,18617,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 430 ,0.0,neutral,[],[]
350,350,**310₹ To 420₹ 🏆📈❤️**,2024-11-27 05:07:36+00:00,-1001923600221,18616,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 420 ,0.0,neutral,[],[]
357,357,**310₹ To 410₹ 🏆📈❤️**,2024-11-27 04:07:04+00:00,-1001923600221,18595,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 410 ,0.0,neutral,[],[]
358,358,**310₹ To 400₹ 🏆📈❤️**,2024-11-27 04:06:59+00:00,-1001923600221,18594,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 400 ,0.0,neutral,[],[]
359,359,**310₹ To 390₹ 🏆📈❤️**,2024-11-27 04:06:51+00:00,-1001923600221,18593,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 390 ,0.0,neutral,[],[]
360,360,**310₹ To 380₹ 🏆📈❤️**,2024-11-27 04:06:45+00:00,-1001923600221,18592,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 380 ,0.0,neutral,[],[]
361,361,**310₹ To 370₹ 🏆📈❤️**,2024-11-27 04:06:41+00:00,-1001923600221,18591,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 370 ,0.0,neutral,[],[]
368,368,"**310 To 360++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-27 03:57:30+00:00,-1001923600221,18579,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 360 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
369,369,**310₹ To 360₹ 🏆📈❤️**,2024-11-27 03:57:06+00:00,-1001923600221,18578,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 360 ,0.0,neutral,[],[]
380,380,"**310 To 350++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-27 03:50:26+00:00,-1001923600221,18565,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 350 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
381,381,**310₹ To 350₹ 🏆📈❤️**,2024-11-27 03:50:09+00:00,-1001923600221,18564,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 350 ,0.0,neutral,[],[]
382,382,"**310 To 340++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-27 03:50:01+00:00,-1001923600221,18563,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 340 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
383,383,**310₹ To 340₹ 🏆📈❤️**,2024-11-27 03:49:38+00:00,-1001923600221,18562,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 340 ,0.0,neutral,[],[]
384,384,**310₹ To 330₹ 🏆📈❤️**,2024-11-27 03:49:30+00:00,-1001923600221,18561,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 330 ,0.0,neutral,[],[]
385,385,**310₹ To 320₹ 🏆📈❤️**,2024-11-27 03:49:20+00:00,-1001923600221,18560,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 320 ,0.0,neutral,[],[]
386,386,**310₹ To 310₹ 🏆📈❤️**,2024-11-27 03:48:52+00:00,-1001923600221,18559,https://t.me/Zero_to_hero_sr_stocks_nifty_505,310 to 310 ,0.0,neutral,[],[]
387,387,"**BANKNIFTY 27 NOV  51900 CE**__

🏛 BUY ABOVE :- __310__

📊 Current Price : __310__


**Target..340//350//360++**

☠️ **Stoploss : PAID**__",2024-11-27 03:48:01+00:00,-1001923600221,18558,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 27 nov 51900 ce buy above  310 current price  310target340350360 stoploss  paid,0.0,neutral,[],['buy']
388,388,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-11-27 03:07:49+00:00,-1001923600221,18553,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
389,389,"**TODAY FII&DII DATA:- 26-11-2024

FII BUY NET 👉 1157.70 Cr. ☘

DII SELL NET 👉 1910.86 Cr. 🔻

NET SELLING :-  753.16 Cr. 🔴**",2024-11-26 14:53:45+00:00,-1001923600221,18551,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 26112024fii buy net  115770 cr dii sell net  191086 cr net selling  75316 cr ,0.0,neutral,[],"['buy', 'sell']"
391,391,**71 Lacs+++ Profit booked 😍😍😍😍😍😍**,2024-11-26 14:39:20+00:00,-1001923600221,18548,https://t.me/Zero_to_hero_sr_stocks_nifty_505,71 lacs profit booked ,0.4404,neutral,[],[]
402,402,"**300 To 350++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-26 04:08:52+00:00,-1001923600221,18476,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 350 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
403,403,**300₹ To 350₹ 🏆📈❤️**,2024-11-26 04:08:35+00:00,-1001923600221,18475,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 350 ,0.0,neutral,[],[]
414,414,"**300 To 340++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-26 04:04:47+00:00,-1001923600221,18462,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 340 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
415,415,**300₹ To 340₹ 🏆📈❤️**,2024-11-26 04:04:25+00:00,-1001923600221,18461,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 340 ,0.0,neutral,[],[]
416,416,"**300 To 330++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-26 04:03:51+00:00,-1001923600221,18460,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 330 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
417,417,**300₹ To 330₹ 🏆📈❤️**,2024-11-26 04:03:23+00:00,-1001923600221,18459,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 330 ,0.0,neutral,[],[]
418,418,**300₹ To 320₹ 🏆📈❤️**,2024-11-26 04:03:19+00:00,-1001923600221,18458,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 320 ,0.0,neutral,[],[]
419,419,**300₹ To 310₹ 🏆📈❤️**,2024-11-26 04:03:15+00:00,-1001923600221,18457,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 310 ,0.0,neutral,[],[]
420,420,**300₹ To 300₹ 🏆📈❤️**,2024-11-26 04:03:09+00:00,-1001923600221,18456,https://t.me/Zero_to_hero_sr_stocks_nifty_505,300 to 300 ,0.0,neutral,[],[]
421,421,"**BANKNIFTY 27 NOV  52200 CE**__

🏛 BUY ABOVE :- __300__

📊 Current Price : __300__


**Target..330//340//350++**

☠️ **Stoploss : PAID**__",2024-11-26 04:02:18+00:00,-1001923600221,18455,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 27 nov 52200 ce buy above  300 current price  300target330340350 stoploss  paid,0.0,neutral,[],['buy']
422,422,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-11-26 02:25:06+00:00,-1001923600221,18453,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
423,423,"**TODAY FII&DII DATA:- 25-11-2024

FII BUY NET 👉 9947.55 Cr. ☘

DII SELL NET 👉 6907.97 Cr. 🔻

NET BUYING :-  3039.58 Cr. 🟢

FII TO DII 👉 पार्टी बदल लिया साला। 😂😂**",2024-11-25 13:22:06+00:00,-1001923600221,18451,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 25112024fii buy net  994755 cr dii sell net  690797 cr net buying  303958 cr fii to dii      ,0.0,neutral,[],"['buy', 'sell']"
446,446,"**280 To 330++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-25 03:58:42+00:00,-1001923600221,18422,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 330 3rd target hit  book your 100 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
447,447,**280₹ To 330₹ 🏆📈❤️**,2024-11-25 03:58:21+00:00,-1001923600221,18421,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 330 ,0.0,neutral,[],[]
458,458,"**280 To 320++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-25 03:52:20+00:00,-1001923600221,18408,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 320 2nd target hit  book your 70 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
459,459,**280₹ To 320₹ 🏆📈❤️**,2024-11-25 03:52:00+00:00,-1001923600221,18407,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 320 ,0.0,neutral,[],[]
460,460,"**280 To 310++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-11-25 03:51:48+00:00,-1001923600221,18406,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 310 1st target hit  book your 50 profit book profit trail stop loss in profit,0.6369,positive,[],['target']
461,461,**280₹ To 310₹ 🏆📈❤️**,2024-11-25 03:51:30+00:00,-1001923600221,18405,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 310 ,0.0,neutral,[],[]
462,462,**280₹ To 300₹ 🏆📈❤️**,2024-11-25 03:51:25+00:00,-1001923600221,18404,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 300 ,0.0,neutral,[],[]
463,463,**280₹ To 290₹ 🏆📈❤️**,2024-11-25 03:51:20+00:00,-1001923600221,18403,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 290 ,0.0,neutral,[],[]
464,464,**280₹ To 280₹ 🏆📈❤️**,2024-11-25 03:51:12+00:00,-1001923600221,18402,https://t.me/Zero_to_hero_sr_stocks_nifty_505,280 to 280 ,0.0,neutral,[],[]
465,465,"**BANKNIFTY 27 NOV  52300 CE**__

🏛 BUY ABOVE :- __280__

📊 Current Price : __280__


**Target..310//320//330++**

☠️ **Stoploss : PAID**__",2024-11-25 03:50:16+00:00,-1001923600221,18401,https://t.me/Zero_to_hero_sr_stocks_nifty_505,banknifty 27 nov 52300 ce buy above  280 current price  280target310320330 stoploss  paid,0.0,neutral,[],['buy']
466,466,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-11-25 03:36:59+00:00,-1001923600221,18399,https://t.me/Zero_to_hero_sr_stocks_nifty_505,         ,0.0,neutral,[],[]
485,485,"**TODAY FII&DII DATA:- 22-11-2024

FII SELL NET 👉 1278.37 Cr.🔻

DII BUY NET 👉 1722.15 Cr. ☘

NET BUYING :-  443.78 Cr. 🟢

FII 👉 हम नही सुधरेंगे। क्योंकि हमारे यहां ऐसा ही होता है। 😂**",2024-11-22 15:24:43+00:00,-1001923600221,18366,https://t.me/Zero_to_hero_sr_stocks_nifty_505,today fiidii data 22112024fii sell net  127837 crdii buy net  172215 cr net buying  44378 cr fii            ,0.0,neutral,[],"['sell', 'buy']"
496,496,"**BANK NIFTY 👉 400 TO 750 ✅✅ NEW HIGH 

350 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-11-22 08:33:29+00:00,-1001923600221,18351,https://t.me/Zero_to_hero_sr_stocks_nifty_505,bank nifty  400 to 750  new high 350 point done in bank nifty paper trade study,0.6597,positive,[],[]
497,497,"**BANK NIFTY 👉 400 TO 700 ✅✅ NEW HIGH 

300 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-11-22 08:32:56+00:00,-1001923600221,18350,https://t.me/Zero_to_hero_sr_stocks_nifty_505,bank nifty  400 to 700  new high 300 point done in bank nifty paper trade study,0.6597,positive,[],[]
498,498,"**BANK NIFTY 👉 400 TO 650 ✅✅ NEW HIGH 

250 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-11-22 08:32:42+00:00,-1001923600221,18349,https://t.me/Zero_to_hero_sr_stocks_nifty_505,bank nifty  400 to 650  new high 250 point done in bank nifty paper trade study,0.6597,positive,[],[]
